,pokedex_no,pokemon_name,pokemon_type,info,abilities,base_status,weakness_types,height(m),weight(kg)
520,521,Unfezant,"['Normal', 'Flying']",Proud Pokémon,"['Big Pecks', 'Super Luck', 'Rivalry']",488,"['Electric', 'Ice', 'Rock']",1.2,29.0
521,522,Blitzle,['Electric'],Electrified Pokémon,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",295,['Ground'],0.8,29.8
522,523,Zebstrika,['Electric'],Thunderbolt Pokémon,"['Lightning Rod', 'Motor Drive', 'Sap Sipper']",497,['Ground'],1.6,79.5
523,524,Roggenrola,['Rock'],Mantle Pokémon,"['Sturdy', 'Weak Armor', 'Sand Force']",280,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",0.4,18.0
524,525,Boldore,['Rock'],Ore Pokémon,"['Sturdy', 'Weak Armor', 'Sand Force']",390,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",0.9,102.0
525,526,Gigalith,['Rock'],Compressed Pokémon,"['Sturdy', 'Sand Stream', 'Sand Force']",515,"['Water', 'Grass', 'Fighting', 'Ground', 'Steel']",1.7,260.0
526,527,Woobat,"['Psychic', 'Flying']",Bat Pokémon,"['Unaware', 'Klutz', 'Simple']",323,"['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']",0.4,2.1
527,528,Swoobat,"['Psychic', 'Flying']",Courting Pokémon,"['Unaware', 'Klutz', 'Simple']",425,"['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']",0.9,10.5
528,529,Drilbur,['Ground'],Mole Pokémon,"['Sand Rush', 'Sand Force', 'Mold Breaker']",328,"['Water', 'Grass', 'Ice']",0.3,8.5
529,530,Excadrill,"['Ground', 'Steel']",Subterrene Pokémon,"['Sand Rush', 'Sand Force', 'Mold Breaker']",508,"['Fire', 'Water', 'Fighting', 'Ground']",0.7,40.4
530,531,Audino,['Normal'],Hearing Pokémon,"['Healer', 'Regenerator', 'Klutz']",445,['Fighting'],1.1,31.0
531,532,Timburr,['Fighting'],Muscular Pokémon,"['Guts', 'Sheer Force', 'Iron Fist']",305,"['Flying', 'Psychic', 'Fairy']",0.6,12.5
532,533,Gurdurr,['Fighting'],Muscular Pokémon,"['Guts', 'Sheer Force', 'Iron Fist']",405,"['Flying', 'Psychic', 'Fairy']",1.2,40.0
533,534,Conkeldurr,['Fighting'],Muscular Pokémon,"['Guts', 'Sheer Force', 'Iron Fist']",505,"['Flying', 'Psychic', 'Fairy']",1.4,87.0
534,535,Tympole,['Water'],Tadpole Pokémon,"['Swift Swim', 'Hydration', 'Water Absorb']",294,"['Grass', 'Electric']",0.5,4.5
535,536,Palpitoad,"['Water', 'Ground']",Vibration Pokémon,"['Swift Swim', 'Hydration', 'Water Absorb']",384,['Grass'],0.8,17.0
536,537,Seismitoad,"['Water', 'Ground']",Vibration Pokémon,"['Swift Swim', 'Poison Touch', 'Water Absorb']",509,['Grass'],1.5,62.0
537,538,Throh,['Fighting'],Judo Pokémon,"['Guts', 'Inner Focus', 'Mold Breaker']",465,"['Flying', 'Psychic', 'Fairy']",1.3,55.5
538,539,Sawk,['Fighting'],Karate Pokémon,"['Sturdy', 'Inner Focus', 'Mold Breaker']",465,"['Flying', 'Psychic', 'Fairy']",1.4,51.0
539,540,Sewaddle,"['Bug', 'Grass']",Sewing Pokémon,"['Swarm', 'Chlorophyll', 'Overcoat']",310,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Rock']",0.3,2.5
540,541,Swadloon,"['Bug', 'Grass']",Leaf-Wrapped Pokémon,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",380,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Rock']",0.5,7.3
541,542,Leavanny,"['Bug', 'Grass']",Nurturing Pokémon,"['Swarm', 'Chlorophyll', 'Overcoat']",500,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug', 'Rock']",1.2,20.5
542,543,Venipede,"['Bug', 'Poison']",Centipede Pokémon,"['Poison Point', 'Swarm', 'Speed Boost']",260,"['Fire', 'Flying', 'Psychic', 'Rock']",0.4,5.3
543,544,Whirlipede,"['Bug', 'Poison']",Curlipede Pokémon,"['Poison Point', 'Swarm', 'Speed Boost']",360,"['Fire', 'Flying', 'Psychic', 'Rock']",1.2,58.5
544,545,Scolipede,"['Bug', 'Poison']",Megapede Pokémon,"['Poison Point', 'Swarm', 'Speed Boost']",485,"['Fire', 'Flying', 'Psychic', 'Rock']",2.5,200.5
545,546,Cottonee,"['Grass', 'Fairy']",Cotton Puff Pokémon,"['Prankster', 'Infiltrator', 'Chlorophyll']",280,"['Fire', 'Ice', 'Poison', 'Flying', 'Steel']",0.3,0.6
546,547,Whimsicott,"['Grass', 'Fairy']",Windveiled Pokémon,"['Prankster', 'Infiltrator', 'Chlorophyll']",480,"['Fire', 'Ice', 'Poison', 'Flying', 'Steel']",0.7,6.6
547,548,Petilil,['Grass'],Bulb Pokémon,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",280,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.5,6.6
548,549,Lilligant,['Grass'],Flowering Pokémon,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",480,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",1.1,16.3
549,550,Basculin,['Water'],Hostile Pokémon,"['Reckless', 'Adaptability', 'Mold Breaker']",460,"['Grass', 'Electric']",1.0,18.0
550,551,Sandile,"['Ground', 'Dark']",Desert Croc Pokémon,"['Intimidate', 'Moxie', 'Anger Point']",292,"['Water', 'Grass', 'Ice', 'Fighting', 'Bug', 'Fairy']",0.7,15.2
551,552,Krokorok,"['Ground', 'Dark']",Desert Croc Pokémon,"['Intimidate', 'Moxie', 'Anger Point']",351,"['Water', 'Grass', 'Ice', 'Fighting', 'Bug', 'Fairy']",1.0,33.4
552,553,Krookodile,"['Ground', 'Dark']",Intimidation Pokémon,"['Intimidate', 'Moxie', 'Anger Point']",519,"['Water', 'Grass', 'Ice', 'Fighting', 'Bug', 'Fairy']",1.5,96.3
553,554,Darumaka,['Fire'],Zen Charm Pokémon,"['Hustle', 'Inner Focus']",315,"['Water', 'Ground', 'Rock']",0.6,37.5
554,555,Darmanitan,['Fire'],Blazing Pokémon,"['Sheer Force', 'Zen Mode']",480,"['Water', 'Ground', 'Rock']",1.3,92.9
555,556,Maractus,['Grass'],Cactus Pokémon,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",461,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",1.0,28.0
556,557,Dwebble,"['Bug', 'Rock']",Rock Inn Pokémon,"['Sturdy', 'Shell Armor', 'Weak Armor']",325,"['Water', 'Rock', 'Steel']",0.3,14.5
557,558,Crustle,"['Bug', 'Rock']",Stone Home Pokémon,"['Sturdy', 'Shell Armor', 'Weak Armor']",485,"['Water', 'Rock', 'Steel']",1.4,200.0
558,559,Scraggy,"['Dark', 'Fighting']",Shedding Pokémon,"['Shed Skin', 'Moxie', 'Intimidate']",348,"['Fighting', 'Flying', 'Fairy']",0.6,11.8
559,560,Scrafty,"['Dark', 'Fighting']",Hoodlum Pokémon,"['Shed Skin', 'Moxie', 'Intimidate']",488,"['Fighting', 'Flying', 'Fairy']",1.1,30.0
560,561,Sigilyph,"['Psychic', 'Flying']",Avianoid Pokémon,"['Wonder Skin', 'Magic Guard', 'Tinted Lens']",490,"['Electric', 'Ice', 'Rock', 'Ghost', 'Dark']",1.4,14.0
561,562,Yamask,['Ghost'],Spirit Pokémon,['Mummy'],303,"['Ghost', 'Dark']",0.5,1.5
562,563,Cofagrigus,['Ghost'],Coffin Pokémon,['Mummy'],483,"['Ghost', 'Dark']",1.7,76.5
563,564,Tirtouga,"['Water', 'Rock']",Prototurtle Pokémon,"['Solid Rock', 'Sturdy', 'Swift Swim']",355,"['Grass', 'Electric', 'Fighting', 'Ground']",0.7,16.5
564,565,Carracosta,"['Water', 'Rock']",Prototurtle Pokémon,"['Solid Rock', 'Sturdy', 'Swift Swim']",495,"['Grass', 'Electric', 'Fighting', 'Ground']",1.2,81.0
565,566,Archen,"['Rock', 'Flying']",First Bird Pokémon,['Defeatist'],401,"['Water', 'Electric', 'Ice', 'Rock', 'Steel']",0.5,9.5
566,567,Archeops,"['Rock', 'Flying']",First Bird Pokémon,['Defeatist'],567,"['Water', 'Electric', 'Ice', 'Rock', 'Steel']",1.4,32.0
567,568,Trubbish,['Poison'],Trash Bag Pokémon,"['Stench', 'Sticky Hold', 'Aftermath']",329,"['Ground', 'Psychic']",0.6,31.0
568,569,Garbodor,['Poison'],Trash Heap Pokémon,"['Stench', 'Weak Armor', 'Aftermath']",474,"['Ground', 'Psychic']",1.9,107.3
569,570,Zorua,['Dark'],Tricky Fox Pokémon,['Illusion'],330,"['Fighting', 'Bug', 'Fairy']",0.7,12.5
570,571,Zoroark,['Dark'],Illusion Fox Pokémon,['Illusion'],510,"['Fighting', 'Bug', 'Fairy']",1.6,81.1
571,572,Minccino,['Normal'],Chinchilla Pokémon,"['Cute Charm', 'Technician', 'Skill Link']",300,['Fighting'],0.4,5.8
572,573,Cinccino,['Normal'],Scarf Pokémon,"['Cute Charm', 'Technician', 'Skill Link']",470,['Fighting'],0.5,7.5
573,574,Gothita,['Psychic'],Fixation Pokémon,"['Frisk', 'Competitive', 'Shadow Tag']",290,"['Bug', 'Ghost', 'Dark']",0.4,5.8
574,575,Gothorita,['Psychic'],Manipulate Pokémon,"['Frisk', 'Competitive', 'Shadow Tag']",390,"['Bug', 'Ghost', 'Dark']",0.7,18.0
575,576,Gothitelle,['Psychic'],Astral Body Pokémon,"['Frisk', 'Competitive', 'Shadow Tag']",490,"['Bug', 'Ghost', 'Dark']",1.5,44.0
576,577,Solosis,['Psychic'],Cell Pokémon,"['Overcoat', 'Magic Guard', 'Regenerator']",290,"['Bug', 'Ghost', 'Dark']",0.3,1.0
577,578,Duosion,['Psychic'],Mitosis Pokémon,"['Overcoat', 'Magic Guard', 'Regenerator']",370,"['Bug', 'Ghost', 'Dark']",0.6,8.0
578,579,Reuniclus,['Psychic'],Multiplying Pokémon,"['Overcoat', 'Magic Guard', 'Regenerator']",490,"['Bug', 'Ghost', 'Dark']",1.0,20.1
579,580,Ducklett,"['Water', 'Flying']",Water Bird Pokémon,"['Keen Eye', 'Big Pecks', 'Hydration']",305,"['Electric', 'Rock']",0.5,5.5
580,581,Swanna,"['Water', 'Flying']",White Bird Pokémon,"['Keen Eye', 'Big Pecks', 'Hydration']",473,"['Electric', 'Rock']",1.3,24.2
581,582,Vanillite,['Ice'],Fresh Snow Pokémon,"['Ice Body', 'Snow Cloak', 'Weak Armor']",305,"['Fire', 'Fighting', 'Rock', 'Steel']",0.4,5.7
582,583,Vanillish,['Ice'],Icy Snow Pokémon,"['Ice Body', 'Snow Cloak', 'Weak Armor']",395,"['Fire', 'Fighting', 'Rock', 'Steel']",1.1,41.0
583,584,Vanilluxe,['Ice'],Snowstorm Pokémon,"['Ice Body', 'Snow Warning', 'Weak Armor']",535,"['Fire', 'Fighting', 'Rock', 'Steel']",1.3,57.5
584,585,Deerling,"['Normal', 'Grass']",Season Pokémon,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",335,"['Fire', 'Ice', 'Fighting', 'Poison', 'Flying', 'Bug']",0.6,19.5
585,586,Sawsbuck,"['Normal', 'Grass']",Season Pokémon,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",475,"['Fire', 'Ice', 'Fighting', 'Poison', 'Flying', 'Bug']",1.9,92.5
586,587,Emolga,"['Electric', 'Flying']",Sky Squirrel Pokémon,"['Static', 'Motor Drive']",428,"['Ice', 'Rock']",0.4,5.0
587,588,Karrablast,['Bug'],Clamping Pokémon,"['Swarm', 'Shed Skin', 'No Guard']",315,"['Fire', 'Flying', 'Rock']",0.5,5.9
588,589,Escavalier,"['Bug', 'Steel']",Cavalry Pokémon,"['Swarm', 'Shell Armor', 'Overcoat']",495,['Fire'],1.0,33.0
589,590,Foongus,"['Grass', 'Poison']",Mushroom Pokémon,"['Effect Spore', 'Regenerator']",294,"['Fire', 'Ice', 'Flying', 'Psychic']",0.2,1.0
590,591,Amoonguss,"['Grass', 'Poison']",Mushroom Pokémon,"['Effect Spore', 'Regenerator']",464,"['Fire', 'Ice', 'Flying', 'Psychic']",0.6,10.5
591,592,Frillish,"['Water', 'Ghost']",Floating Pokémon,"['Water Absorb', 'Cursed Body', 'Damp']",335,"['Grass', 'Electric', 'Ghost', 'Dark']",1.2,33.0
592,593,Jellicent,"['Water', 'Ghost']",Floating Pokémon,"['Water Absorb', 'Cursed Body', 'Damp']",480,"['Grass', 'Electric', 'Ghost', 'Dark']",2.2,135.0
593,594,Alomomola,['Water'],Caring Pokémon,"['Healer', 'Hydration', 'Regenerator']",470,"['Grass', 'Electric']",1.2,31.6
594,595,Joltik,"['Bug', 'Electric']",Attaching Pokémon,"['Compound Eyes', 'Unnerve', 'Swarm']",319,"['Fire', 'Rock']",0.1,0.6
595,596,Galvantula,"['Bug', 'Electric']",EleSpider Pokémon,"['Compound Eyes', 'Unnerve', 'Swarm']",472,"['Fire', 'Rock']",0.8,14.3
596,597,Ferroseed,"['Grass', 'Steel']",Thorn Seed Pokémon,['Iron Barbs'],305,"['Fire', 'Fighting']",0.6,18.8
597,598,Ferrothorn,"['Grass', 'Steel']",Thorn Pod Pokémon,"['Iron Barbs', 'Anticipation']",489,"['Fire', 'Fighting']",1.0,110.0
598,599,Klink,['Steel'],Gear Pokémon,"['Plus', 'Minus', 'Clear Body']",300,"['Fire', 'Fighting', 'Ground']",0.3,21.0
599,600,Klang,['Steel'],Gear Pokémon,"['Plus', 'Minus', 'Clear Body']",440,"['Fire', 'Fighting', 'Ground']",0.6,51.0
600,601,Klinklang,['Steel'],Gear Pokémon,"['Plus', 'Minus', 'Clear Body']",520,"['Fire', 'Fighting', 'Ground']",0.6,81.0
601,602,Tynamo,['Electric'],EleFish Pokémon,['Levitate'],275,['Ground'],0.2,0.3
602,603,Eelektrik,['Electric'],EleFish Pokémon,['Levitate'],405,['Ground'],1.2,22.0
603,604,Eelektross,['Electric'],EleFish Pokémon,['Levitate'],515,['Ground'],2.1,80.5
604,605,Elgyem,['Psychic'],Cerebral Pokémon,"['Telepathy', 'Synchronize', 'Analytic']",335,"['Bug', 'Ghost', 'Dark']",0.5,9.0
605,606,Beheeyem,['Psychic'],Cerebral Pokémon,"['Telepathy', 'Synchronize', 'Analytic']",485,"['Bug', 'Ghost', 'Dark']",1.0,34.5
606,607,Litwick,"['Ghost', 'Fire']",Candle Pokémon,"['Flash Fire', 'Flame Body', 'Infiltrator']",275,"['Water', 'Ground', 'Rock', 'Ghost', 'Dark']",0.3,3.1
607,608,Lampent,"['Ghost', 'Fire']",Lamp Pokémon,"['Flash Fire', 'Flame Body', 'Infiltrator']",370,"['Water', 'Ground', 'Rock', 'Ghost', 'Dark']",0.6,13.0
608,609,Chandelure,"['Ghost', 'Fire']",Luring Pokémon,"['Flash Fire', 'Flame Body', 'Infiltrator']",520,"['Water', 'Ground', 'Rock', 'Ghost', 'Dark']",1.0,34.3
609,610,Axew,['Dragon'],Tusk Pokémon,"['Rivalry', 'Mold Breaker', 'Unnerve']",320,"['Ice', 'Dragon', 'Fairy']",0.6,18.0
610,611,Fraxure,['Dragon'],Axe Jaw Pokémon,"['Rivalry', 'Mold Breaker', 'Unnerve']",410,"['Ice', 'Dragon', 'Fairy']",1.0,36.0
611,612,Haxorus,['Dragon'],Axe Jaw Pokémon,"['Rivalry', 'Mold Breaker', 'Unnerve']",540,"['Ice', 'Dragon', 'Fairy']",1.8,105.5
612,613,Cubchoo,['Ice'],Chill Pokémon,"['Snow Cloak', 'Slush Rush', 'Rattled']",305,"['Fire', 'Fighting', 'Rock', 'Steel']",0.5,8.5
613,614,Beartic,['Ice'],Freezing Pokémon,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",505,"['Fire', 'Fighting', 'Rock', 'Steel']",2.6,260.0
614,615,Cryogonal,['Ice'],Crystallizing Pokémon,['Levitate'],515,"['Fire', 'Fighting', 'Rock', 'Steel']",1.1,148.0
615,616,Shelmet,['Bug'],Snail Pokémon,"['Hydration', 'Shell Armor', 'Overcoat']",305,"['Fire', 'Flying', 'Rock']",0.4,7.7
616,617,Accelgor,['Bug'],Shell Out Pokémon,"['Hydration', 'Sticky Hold', 'Unburden']",495,"['Fire', 'Flying', 'Rock']",0.8,25.3
617,618,Stunfisk,"['Ground', 'Electric']",Trap Pokémon,"['Static', 'Limber', 'Sand Veil']",471,"['Water', 'Grass', 'Ice', 'Ground']",0.7,11.0
618,619,Mienfoo,['Fighting'],Martial Arts Pokémon,"['Inner Focus', 'Regenerator', 'Reckless']",350,"['Flying', 'Psychic', 'Fairy']",0.9,20.0
619,620,Mienshao,['Fighting'],Martial Arts Pokémon,"['Inner Focus', 'Regenerator', 'Reckless']",510,"['Flying', 'Psychic', 'Fairy']",1.4,35.5
620,621,Druddigon,['Dragon'],Cave Pokémon,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",485,"['Ice', 'Dragon', 'Fairy']",1.6,139.0
621,622,Golett,"['Ground', 'Ghost']",Automaton Pokémon,"['Iron Fist', 'Klutz', 'No Guard']",303,"['Water', 'Grass', 'Ice', 'Ghost', 'Dark']",1.0,92.0
622,623,Golurk,"['Ground', 'Ghost']",Automaton Pokémon,"['Iron Fist', 'Klutz', 'No Guard']",483,"['Water', 'Grass', 'Ice', 'Ghost', 'Dark']",2.8,330.0
623,624,Pawniard,"['Dark', 'Steel']",Sharp Blade Pokémon,"['Defiant', 'Inner Focus', 'Pressure']",340,"['Fire', 'Fighting', 'Ground']",0.5,10.2
624,625,Bisharp,"['Dark', 'Steel']",Sword Blade Pokémon,"['Defiant', 'Inner Focus', 'Pressure']",490,"['Fire', 'Fighting', 'Ground']",1.6,70.0
625,626,Bouffalant,['Normal'],Bash Buffalo Pokémon,"['Reckless', 'Sap Sipper', 'Soundproof']",490,['Fighting'],1.6,94.6
626,627,Rufflet,"['Normal', 'Flying']",Eaglet Pokémon,"['Keen Eye', 'Sheer Force', 'Hustle']",350,"['Electric', 'Ice', 'Rock']",0.5,10.5
627,628,Braviary,"['Normal', 'Flying']",Valiant Pokémon,"['Keen Eye', 'Sheer Force', 'Defiant']",510,"['Electric', 'Ice', 'Rock']",1.5,41.0
628,629,Vullaby,"['Dark', 'Flying']",Diapered Pokémon,"['Big Pecks', 'Overcoat', 'Weak Armor']",370,"['Electric', 'Ice', 'Rock', 'Fairy']",0.5,9.0
629,630,Mandibuzz,"['Dark', 'Flying']",Bone Vulture Pokémon,"['Big Pecks', 'Overcoat', 'Weak Armor']",510,"['Electric', 'Ice', 'Rock', 'Fairy']",1.2,39.5
630,631,Heatmor,['Fire'],Anteater Pokémon,"['Gluttony', 'Flash Fire', 'White Smoke']",484,"['Water', 'Ground', 'Rock']",1.4,58.0
631,632,Durant,"['Bug', 'Steel']",Iron Ant Pokémon,"['Swarm', 'Hustle', 'Truant']",484,['Fire'],0.3,33.0
632,633,Deino,"['Dark', 'Dragon']",Irate Pokémon,['Hustle'],300,"['Ice', 'Fighting', 'Bug', 'Dragon', 'Fairy']",0.8,17.3
633,634,Zweilous,"['Dark', 'Dragon']",Hostile Pokémon,['Hustle'],420,"['Ice', 'Fighting', 'Bug', 'Dragon', 'Fairy']",1.4,50.0
634,635,Hydreigon,"['Dark', 'Dragon']",Brutal Pokémon,['Levitate'],600,"['Ice', 'Fighting', 'Bug', 'Dragon']",1.8,160.0
635,636,Larvesta,"['Bug', 'Fire']",Torch Pokémon,"['Flame Body', 'Swarm']",360,"['Water', 'Flying', 'Rock']",1.1,28.8
636,637,Volcarona,"['Bug', 'Fire']",Sun Pokémon,"['Flame Body', 'Swarm']",550,"['Water', 'Flying', 'Rock']",1.6,46.0
637,638,Cobalion,"['Steel', 'Fighting']",Iron Will Pokémon,['Justified'],580,"['Fire', 'Fighting', 'Ground']",2.1,250.0
638,639,Terrakion,"['Rock', 'Fighting']",Cavern Pokémon,['Justified'],580,"['Water', 'Grass', 'Fighting', 'Ground', 'Psychic', 'Steel', 'Fairy']",1.9,260.0
639,640,Virizion,"['Grass', 'Fighting']",Grassland Pokémon,['Justified'],580,"['Fire', 'Ice', 'Poison', 'Flying', 'Psychic', 'Fairy']",2.0,200.0
640,641,Tornadus,['Flying'],Cyclone Pokémon,"['Prankster', 'Defiant']",580,"['Electric', 'Ice', 'Rock']",1.5,63.0
641,642,Thundurus,"['Electric', 'Flying']",Bolt Strike Pokémon,"['Prankster', 'Defiant']",580,"['Ice', 'Rock']",1.5,61.0
642,643,Reshiram,"['Dragon', 'Fire']",Vast White Pokémon,['Turboblaze'],680,"['Ground', 'Rock', 'Dragon']",3.2,330.0
643,644,Zekrom,"['Dragon', 'Electric']",Deep Black Pokémon,['Teravolt'],680,"['Ice', 'Ground', 'Dragon', 'Fairy']",2.9,345.0
644,645,Landorus,"['Ground', 'Flying']",Abundance Pokémon,"['Sand Force', 'Sheer Force']",600,"['Water', 'Ice']",1.5,68.0
645,646,Kyurem,"['Dragon', 'Ice']",Boundary Pokémon,['Pressure'],660,"['Fighting', 'Rock', 'Dragon', 'Steel', 'Fairy']",3.0,325.0
646,647,Keldeo,"['Water', 'Fighting']",Colt Pokémon,['Justified'],580,"['Grass', 'Electric', 'Flying', 'Psychic', 'Fairy']",1.4,48.5
647,648,Meloetta,"['Normal', 'Psychic']",Melody Pokémon,['Serene Grace'],600,"['Bug', 'Dark']",0.6,6.5
648,649,Genesect,"['Bug', 'Steel']",Paleozoic Pokémon,['Download'],600,['Fire'],1.5,82.5
649,650,Chespin,['Grass'],Spiny Nut Pokémon,"['Overgrow', 'Bulletproof']",313,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.4,9.0
650,651,Quilladin,['Grass'],Spiny Armor Pokémon,"['Overgrow', 'Bulletproof']",405,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.7,29.0
651,652,Chesnaught,"['Grass', 'Fighting']",Spiny Armor Pokémon,"['Overgrow', 'Bulletproof']",530,"['Fire', 'Ice', 'Poison', 'Flying', 'Psychic', 'Fairy']",1.6,90.0
652,653,Fennekin,['Fire'],Fox Pokémon,"['Blaze', 'Magician']",307,"['Water', 'Ground', 'Rock']",0.4,9.4
653,654,Braixen,['Fire'],Fox Pokémon,"['Blaze', 'Magician']",409,"['Water', 'Ground', 'Rock']",1.0,14.5
654,655,Delphox,"['Fire', 'Psychic']",Fox Pokémon,"['Blaze', 'Magician']",534,"['Water', 'Ground', 'Rock', 'Ghost', 'Dark']",1.5,39.0
655,656,Froakie,['Water'],Bubble Frog Pokémon,"['Torrent', 'Protean']",314,"['Grass', 'Electric']",0.3,7.0
656,657,Frogadier,['Water'],Bubble Frog Pokémon,"['Torrent', 'Protean']",405,"['Grass', 'Electric']",0.6,10.9
657,658,Greninja,"['Water', 'Dark']",Ninja Pokémon,"['Torrent', 'Protean']",530,"['Grass', 'Electric', 'Fighting', 'Bug', 'Fairy']",1.5,40.0
658,659,Bunnelby,['Normal'],Digging Pokémon,"['Pickup', 'Cheek Pouch', 'Huge Power']",237,['Fighting'],0.4,5.0
659,660,Diggersby,"['Normal', 'Ground']",Digging Pokémon,"['Pickup', 'Cheek Pouch', 'Huge Power']",423,"['Water', 'Grass', 'Ice', 'Fighting']",1.0,42.4
660,661,Fletchling,"['Normal', 'Flying']",Tiny Robin Pokémon,"['Big Pecks', 'Gale Wings']",278,"['Electric', 'Ice', 'Rock']",0.3,1.7
661,662,Fletchinder,"['Fire', 'Flying']",Ember Pokémon,"['Flame Body', 'Gale Wings']",382,"['Water', 'Electric', 'Rock']",0.7,16.0
662,663,Talonflame,"['Fire', 'Flying']",Scorching Pokémon,"['Flame Body', 'Gale Wings']",499,"['Water', 'Electric', 'Rock']",1.2,24.5
663,664,Scatterbug,['Bug'],Scatterdust Pokémon,"['Shield Dust', 'Compound Eyes', 'Friend Guard']",200,"['Fire', 'Flying', 'Rock']",0.3,2.5
664,665,Spewpa,['Bug'],Scatterdust Pokémon,"['Shed Skin', 'Friend Guard']",213,"['Fire', 'Flying', 'Rock']",0.3,8.4
665,666,Vivillon,"['Bug', 'Flying']",Scale Pokémon,"['Shield Dust', 'Compound Eyes', 'Friend Guard']",411,"['Fire', 'Electric', 'Ice', 'Flying', 'Rock']",1.2,17.0
666,667,Litleo,"['Fire', 'Normal']",Lion Cub Pokémon,"['Rivalry', 'Unnerve', 'Moxie']",369,"['Water', 'Fighting', 'Ground', 'Rock']",0.6,13.5
667,668,Pyroar,"['Fire', 'Normal']",Royal Pokémon,"['Rivalry', 'Unnerve', 'Moxie']",507,"['Water', 'Fighting', 'Ground', 'Rock']",1.5,81.5
668,669,flabebe,['Fairy'],Single Bloom Pokémon,"['Flower Veil', 'Symbiosis']",303,"['Poison', 'Steel']",0.1,0.1
669,670,Floette,['Fairy'],Single Bloom Pokémon,"['Flower Veil', 'Symbiosis']",371,"['Poison', 'Steel']",0.2,0.9
670,671,Florges,['Fairy'],Garden Pokémon,"['Flower Veil', 'Symbiosis']",552,"['Poison', 'Steel']",1.1,10.0
671,672,Skiddo,['Grass'],Mount Pokémon,"['Sap Sipper', 'Grass Pelt']",350,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",0.9,31.0
672,673,Gogoat,['Grass'],Mount Pokémon,"['Sap Sipper', 'Grass Pelt']",531,"['Fire', 'Ice', 'Poison', 'Flying', 'Bug']",1.7,91.0
673,674,Pancham,['Fighting'],Playful Pokémon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",348,"['Flying', 'Psychic', 'Fairy']",0.6,8.0
674,675,Pangoro,"['Fighting', 'Dark']",Daunting Pokémon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",495,"['Fighting', 'Flying', 'Fairy']",2.1,136.0
675,676,Furfrou,['Normal'],Poodle Pokémon,['Fur Coat'],472,['Fighting'],1.2,28.0
676,677,Espurr,['Psychic'],Restraint Pokémon,"['Keen Eye', 'Infiltrator', 'Own Tempo']",355,"['Bug', 'Ghost', 'Dark']",0.3,3.5
677,678,Meowstic,['Psychic'],Constraint Pokémon,"['Keen Eye', 'Infiltrator', 'Prankster']",466,"['Bug', 'Ghost', 'Dark']",0.6,8.5
678,679,Honedge,"['Steel', 'Ghost']",Sword Pokémon,['No Guard'],325,"['Fire', 'Ground', 'Ghost', 'Dark']",0.8,2.0
679,680,Doublade,"['Steel', 'Ghost']",Sword Pokémon,['No Guard'],448,"['Fire', 'Ground', 'Ghost', 'Dark']",0.8,4.5
680,681,Aegislash,"['Steel', 'Ghost']",Royal Sword Pokémon,['Stance Change'],500,"['Fire', 'Ground', 'Ghost', 'Dark']",1.7,53.0
681,682,Spritzee,['Fairy'],Perfume Pokémon,"['Healer', 'Aroma Veil']",341,"['Poison', 'Steel']",0.2,0.5
682,683,Aromatisse,['Fairy'],Fragrance Pokémon,"['Healer', 'Aroma Veil']",462,"['Poison', 'Steel']",0.8,15.5
683,684,Swirlix,['Fairy'],Cotton Candy Pokémon,"['Sweet Veil', 'Unburden']",341,"['Poison', 'Steel']",0.4,3.5
684,685,Slurpuff,['Fairy'],Meringue Pokémon,"['Sweet Veil', 'Unburden']",480,"['Poison', 'Steel']",0.8,5.0
685,686,Inkay,"['Dark', 'Psychic']",Revolving Pokémon,"['Contrary', 'Suction Cups', 'Infiltrator']",288,"['Bug', 'Fairy']",0.4,3.5
686,687,Malamar,"['Dark', 'Psychic']",Overturning Pokémon,"['Contrary', 'Suction Cups', 'Infiltrator']",482,"['Bug', 'Fairy']",1.5,47.0
